threshold,area,perim,q2,arg2,q3,arg3,q4,arg4,q5,arg5,q6,arg6,q7,arg7,q8,arg8,lambda,velocity,pattern,timestep,vel_norm,isoperi_ratio,anisotro_ind,t_norm
25.0,209509.0,1244.950360212946,0.05906990960733752,-1.570796326794897,0.07097703728716045,-3.050932766389048,0.3365994767175928,0.0,0.07097703728716045,3.050932766389048,0.05906990960733756,1.570796326794897,2.359767675688774e-17,-0.06807645825799948,1.0,0.0,2.0,69.0,1.0,6.0,10.0,2114.7572025228756,0.9442247305192172,0.16908236195756704
15.0,261121.0,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,2.0,69.0,1.0,7.0,10.0,Inf,NaN,0.19726275561716153
25.0,209035.0,1245.636651713961,0.009633627899025247,-1.910633236249018,0.01436096456810594,2.034443935795703,0.3551303244628851,0.0,0.01436096456810594,-2.034443935795703,0.009633627899025247,1.910633236249018,8.30192150931454e-18,-1.310193935047556,1.0,0.0,2.0,69.0,1.0,7.0,10.0,2108.810203808752,0.9904582933523399,0.19726275561716153
15.0,261121.0,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,2.0,69.0,1.0,8.0,10.0,Inf,NaN,0.22544314927675604
25.0,208225.0,1274.607214462438,0.07951537895327532,1.249565343229779,0.08986499307907873,2.709184878019256,0.3431588810848164,0.0,0.08986499307907873,-2.709184878019256,0.07951537895327535,-1.249565343229779,2.727038106132081e-17,-0.08314123188844123,1.0,0.0,2.0,69.0,1.0,8.0,10.0,2052.893229761371,0.926341596883617,0.22544314927675604
15.0,261121.0,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,2.0,69.0,1.0,9.0,10.0,Inf,NaN,0.25362354293635053
25.0,207026.0,1320.063058585154,0.06751883498365413,-0.1593436482551824,0.1424496709863504,3.120319267565732,0.3272093242862203,0.0,0.1424496709863504,-3.120319267565732,0.06751883498365413,0.1593436482551824,4.748491180934603e-17,-0.04606667646967958,1.0,0.0,2.0,69.0,1.0,9.0,10.0,1970.7887633767168,0.9367516218253067,0.25362354293635053
15.0,261121.0,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,2.0,69.0,1.0,11.0,10.0,Inf,NaN,0.30998433025553956
25.0,205914.0,1353.317892581093,0.09827420540100561,0.3699174837206513,0.03853759676682621,2.574863436066287,0.2768618588972505,0.0,0.03853759676682621,-2.574863436066287,0.09827420540100562,-0.3699174837206516,1.3106440914918e-17,-0.5984188934785372,1.0,0.0,2.0,69.0,1.0,11.0,10.0,1912.0353413417254,0.9105194268264514,0.30998433025553956
15.0,261121.0,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,2.0,69.0,1.0,12.0,10.0,Inf,NaN,0.3381647239151341
25.0,205175.0,1391.744299452286,0.1300982693698527,0.3177434180198117,0.1333280949301656,3.011890116433881,0.2358592024963936,0.0,0.1333280949301656,-3.011890116433881,0.1300982693698527,-0.3177434180198119,4.416145215121702e-17,-0.07594063626589467,1.0,0.0,2.0,69.0,1.0,12.0,10.0,1852.5709728545842,0.8848787995734247,0.3381647239151341
15.0,261121.0,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,2.0,69.0,1.0,13.0,10.0,Inf,NaN,0.3663451175747286
25.0,204313.0,1420.028570699748,0.1471514943412544,-0.2183022236006954,0.09838815672823885,2.910501986393896,0.2112432351642325,0.0,0.09838815672823885,-2.910501986393896,0.1471514943412544,0.2183022236006956,3.196342771774291e-17,-0.06363943801348032,1.0,0.0,2.0,69.0,1.0,13.0,10.0,1808.0431142778987,0.871724445230527,0.3663451175747286
15.0,261121.0,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,2.0,69.0,1.0,14.0,10.0,Inf,NaN,0.39452551123432306
25.0,204081.0,1432.31284194721,0.159623442521308,-0.07429529211511235,0.02013834503117233,2.553590050042225,0.1785134857167033,0.0,0.02013834503117232,-2.553590050042226,0.159623442521308,0.07429529211511236,1.402528456399404e-17,1.161550431595863,1.0,0.0,2.0,69.0,1.0,14.0,10.0,1790.500934043538,0.8623488999375114,0.39452551123432306
15.0,261121.0,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,2.0,69.0,1.0,15.0,10.0,Inf,NaN,0.4227059048939176
25.0,203387.0,1460.597113194672,0.1892810663752091,0.2480745905331004,0.08502919555854781,2.880990261842452,0.1556917268636443,0.0,0.08502919555854781,-2.880990261842452,0.1892810663752091,-0.2480745905331005,2.82063416492657e-17,-0.2449786631268641,1.0,0.0,2.0,69.0,1.0,15.0,10.0,1749.8572310282398,0.8408441269883192,0.4227059048939176
15.0,261121.0,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,2.0,69.0,1.0,16.0,10.0,Inf,NaN,0.4508862985535121
25.0,202030.0,1519.023520065866,0.2265301561850084,-0.02466151477474936,0.1395881825990312,3.122726967568123,0.1323063647661135,0.0,0.1395881825990312,-3.122726967568123,0.2265301561850084,0.02466151477474937,4.667682302205008e-17,-0.09094341426998359,1.0,0.0,2.0,69.0,1.0,16.0,10.0,1671.3262314127303,0.8153081234548636,0.4508862985535121
15.0,261121.0,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,2.0,69.0,1.0,17.0,10.0,Inf,NaN,0.4790666922131066
25.0,202025.0,1529.449926937059,0.235131610040613,-0.1420472044174334,0.06469942773019997,2.896613990462929,0.08274221393856375,0.0,0.06469942773019997,-2.896613990462929,0.235131610040613,0.1420472044174335,2.094662383027455e-17,-0.06241880999595735,1.0,0.0,2.0,69.0,1.0,17.0,10.0,1659.8915588234142,0.8096303194500207,0.4790666922131066
15.0,261121.0,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,2.0,69.0,1.0,18.0,10.0,Inf,NaN,0.5072470858727011
25.0,201415.0,1553.73419818452,0.2580870998294433,0.07059317928404732,0.03256441328369685,2.819842099193151,0.06067048142831009,0.0,0.03256441328369684,-2.819842099193151,0.2580870998294433,-0.07059317928404742,1.405542863975982e-17,0.7494424430768488,1.0,0.0,2.0,69.0,1.0,18.0,10.0,1629.0144995512078,0.7948575262679096,0.5072470858727011
15.0,261121.0,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,2.0,69.0,1.0,19.0,10.0,Inf,NaN,0.5354274795322956
25.0,200389.0,1618.704760932998,0.2919260343359645,0.04790276869732454,0.09884446123935431,3.141592653589793,0.0774046275089658,0.0,0.09884446123935431,-3.141592653589793,0.2919260343359645,-0.04790276869732457,3.292896273429545e-17,-0.02083032003621708,1.0,0.0,2.0,69.0,1.0,19.0,10.0,1555.6650612366075,0.7740381209315816,0.5354274795322956
15.0,261121.0,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,2.0,69.0,1.0,20.0,10.0,Inf,NaN,0.5636078731918901
25.0,199812.0,1650.503750806221,0.3061728818255143,-0.07282643820432845,0.07547955704937129,3.045118878407207,0.07118811401451908,0.0,0.07547955704937129,-3.045118878407207,0.3061728818255143,0.07282643820432853,2.762483941977295e-17,0.4375097721174529,1.0,0.0,2.0,69.0,1.0,20.0,10.0,1521.3001751555128,0.7655954383330901,0.5636078731918901
15.0,261121.0,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,2.0,69.0,1.0,21.0,10.0,Inf,NaN,0.5917882668514847
25.0,199541.0,1676.243866176399,0.3293768532109361,-0.02049297948908089,0.01431772577026353,3.141592653589793,0.02133110494546762,0.0,0.01431772577026353,3.141592653589793,0.3293768532109361,0.0204929794890809,2.939930085677263e-17,1.407869867944524,1.0,0.0,2.0,69.0,1.0,21.0,10.0,1495.907731182097,0.7522321436428132,0.5917882668514847
15.0,261121.0,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,2.0,69.0,1.0,22.0,10.0,Inf,NaN,0.6199686605110791
