velocities,Lig_delta,time
0.0,7.373313069538335,3.071662908895801
0.0,7.373540131542705,3.0998433025553958
0.0,7.373924850095238,3.12802369621499
0.0,7.374414226507005,3.1562040898745845
0.0,7.374977980294288,3.184384483534179
0.0,7.3755963715722945,3.2125648771937736
0.0,7.376256943391416,3.240745270853368
0.0,7.376949627280305,3.2689256645129627
0.0,7.377665045301605,3.2971060581725573
0.0,7.378395172665245,3.3252864518321514
0.0,7.379134252425659,3.353466845491746
0.0,7.37987821144919,3.3816472391513406
0.0,7.380625562020509,3.409827632810935
0.0,7.381370971125973,3.4380080264705297
0.0,7.382107318926485,3.4661884201301243
0.0,7.38283681701559,3.494368813789719
0.0,7.3835586437221625,3.522549207449313
0.0,7.38427358416798,3.5507296011089076
0.0,7.384981950745192,3.578909994768502
0.0,7.38568364190828,3.6070903884280967
0.0,7.3863784918769015,3.6352707820876913
0.0,7.387066465476943,3.663451175747286
0.0,7.387747729430613,3.6916315694068804
0.0,7.388422598327345,3.7198119630664745
0.0,7.389091382060604,3.747992356726069
0.0,7.389754263161904,3.7761727503856637
0.0,7.390411274067031,3.8043531440452583
0.0,7.391062463324346,3.832533537704853
0.0,7.391707780840595,3.8607139313644474
0.0,7.392347280733755,3.8888943250240415
0.0,7.39298151292837,3.917074718683636
0.0,7.393611040161635,3.9452551123432307
0.0,7.394236226384869,3.9734355060028252
0.0,7.3948571722614025,4.001615899662419
0.0,7.3954738918861995,4.029796293322014
0.0,7.39608703373794,4.0579766869816085
0.0,7.396695216459138,4.086157080641203
0.0,7.397295245018282,4.114337474300798
0.0,7.39788741401158,4.142517867960392
0.0,7.398471816695574,4.170698261619987
0.0,7.399049690727884,4.198878655279581
0.0,7.399622579971151,4.227059048939176
0.0,7.40018314192065,4.2552394425987705
0.0,7.400730779854891,4.283419836258365
0.0,7.401264472704077,4.31160022991796
0.0,7.401785247434464,4.339780623577554
0.0,7.402293998470991,4.367961017237148
0.0,7.402791163237758,4.3961414108967425
0.0,7.403276554979157,4.424321804556337
0.0,7.4037506246086595,4.452502198215932
0.0,7.404214424448741,4.480682591875526
0.0,7.4046687654954,4.508862985535121
0.0,7.405114256081421,4.537043379194715
0.0,7.405551521480983,4.56522377285431
0.0,7.405981283984458,4.5934041665139045
0.0,7.406404209139657,4.621584560173499
0.0,7.406820805713096,4.649764953833094
0.0,7.407231606406079,4.677945347492688
0.0,7.407637251606137,4.706125741152283
0.0,7.408038463365805,4.734306134811877
0.0,7.408436017980701,4.762486528471471
0.0,7.408829975361814,4.790666922131066
0.0,7.409216965435663,4.81884731579066
0.0,7.409598138171827,4.847027709450255
0.0,7.409974789223828,4.875208103109849
0.0,7.41034884906028,4.903388496769444
0.0,7.410721358813647,4.9315688904290385
0.0,7.411092753167499,4.959749284088633
0.0,7.411463877695231,4.987929677748228
0.0,7.4118363618264915,5.016110071407822
0.0,7.412203913197759,5.044290465067417
0.0,7.412569509891421,5.072470858727011
0.0,7.412931817003141,5.100651252386606
0.0,7.413290616731751,5.1288316460462
0.0,7.4136470002858825,5.157012039705794
0.0,7.414001735656951,5.185192433365389
0.0,7.414355396415087,5.213372827024983
0.0,7.414708276307313,5.241553220684578
0.0,7.415060434098142,5.269733614344172
0.0,7.415411817107423,5.297914008003767
0.0,7.415762374659578,5.326094401663362
0.0,7.416112111227342,5.354274795322956
0.0,7.416461090444285,5.382455188982551
0.0,7.416809414383746,5.410635582642145
0.0,7.417157160995123,5.43881597630174
0.0,7.417504343032665,5.466996369961334
0.0,7.417851129018349,5.495176763620928
0.0,7.418198364645952,5.523357157280523
0.0,7.418541989491606,5.551537550940117
0.0,7.418881055564249,5.579717944599712
0.0,7.4192169098952805,5.607898338259306
0.0,7.419551424559785,5.636078731918901
0.0,7.419887317523259,5.6642591255784955
0.0,7.420220916723087,5.69243951923809
0.0,7.420552427765633,5.720619912897685
0.0,7.420883314741087,5.748800306557279
0.0,7.4212143750417825,5.776980700216874
0.0,7.421545432883524,5.805161093876468
0.0,7.421874826287307,5.833341487536063
0.0,7.4222036938708476,5.8615218811956575
0.0,7.422533583791053,5.889702274855251
0.0,7.422866652641129,5.917882668514846
0.0,7.42320060780167,5.94606306217444
0.0,7.4235349428000665,5.974243455834035
0.0,7.423867858971629,6.0024238494936295
0.0,7.424197177978884,6.030604243153224
0.0,7.424524727246598,6.058784636812819
0.0,7.424851355635764,6.086965030472413
0.0,7.425177995135277,6.115145424132008
0.0,7.425505497515948,6.143325817791602
0.0,7.425834951102245,6.171506211451197
0.0,7.426165783410887,6.1996866051107915
0.0,7.426494790535569,6.227866998770386
0.0,7.426822953660081,6.25604739242998
0.0,7.427147760102642,6.284227786089574
0.0,7.427470906235224,6.312408179749169
0.0,7.427793025252663,6.3405885734087635
0.0,7.428115118639525,6.368768967068358
0.0,7.428437644173466,6.396949360727953
0.0,7.428760754964412,6.425129754387547
0.0,7.429084489386681,6.453310148047142
0.0,7.42940815141057,6.481490541706736
0.0,7.429730155508456,6.509670935366331
0.0,7.43004991893217,6.5378513290259255
0.0,7.430367756982768,6.56603172268552
0.0,7.43068475454709,6.594212116345115
0.0,7.431002164150384,6.622392510004709
0.0,7.4313212895359495,6.650572903664303
0.0,7.431643903406149,6.678753297323897
0.0,7.431966634423613,6.706933690983492
0.0,7.432287651198249,6.735114084643087
0.0,7.432606894519951,6.763294478302681
0.0,7.432924951686712,6.791474871962276
0.0,7.433242474213392,6.81965526562187
0.0,7.433562063955853,6.847835659281465
0.0,7.433883377936672,6.876016052941059
0.0,7.434206874492532,6.904196446600654
0.0,7.434532643391234,6.932376840260249
0.0,7.434852901801075,6.960557233919843
0.0,7.4351675299559155,6.988737627579438
0.0,7.435477525820618,7.016918021239031
0.0,7.435785167877943,7.045098414898626
0.0,7.436093488296194,7.0732788085582206
0.0,7.436402698916326,7.101459202217815
0.0,7.436712966130179,7.12963959587741
0.0,7.437026509738805,7.157819989537004
0.0,7.437339584893198,7.186000383196599
0.0,7.437652372543796,7.214180776856193
0.0,7.43796444837856,7.242361170515788
0.0,7.4382755470678745,7.2705415641753826
0.0,7.438587916971019,7.298721957834977
0.0,7.438901916548259,7.326902351494572
0.0,7.439213986563031,7.355082745154166
0.0,7.439521800612243,7.383263138813761
0.0,7.439825868724083,7.4114435324733545
0.0,7.440125338761211,7.439623926132949
0.0,7.44042124256104,7.467804319792544
0.0,7.440715171783449,7.495984713452138
0.0,7.441007568924593,7.524165107111733
0.0,7.441295475756261,7.552345500771327
0.0,7.441578363900144,7.580525894430922
0.0,7.441860568096301,7.6087062880905165
0.0,7.442182728244961,7.636886681750111
0.0,7.442569088562416,7.665067075409706
0.0,7.442997332906081,7.6932474690693
0.0,7.443444186424745,7.721427862728895
0.0,7.443892341512952,7.749608256388489
0.0,7.444331330501131,7.777788650048083
0.0,7.4447576179015496,7.805969043707678
0.0,7.4451720140690005,7.834149437367272
0.0,7.4455719082542675,7.862329831026867
0.0,7.445957662782329,7.890510224686461
0.0,7.4463301076563475,7.918690618346056
0.0,7.44669130425805,7.9468710120056505
0.0,7.447040495164699,7.975051405665245
0.0,7.447376476133824,8.003231799324839
0.0,7.447702032080221,8.031412192984433
0.0,7.448019596054366,8.059592586644028
0.0,7.44833305422763,8.087772980303622
0.0,7.448641753717009,8.115953373963217
0.0,7.448946345120512,8.144133767622812
0.0,7.4492482233248385,8.172314161282406
0.0,7.449547004218932,8.200494554942
0.0,7.449840189975034,8.228674948601595
0.0,7.450127941271569,8.25685534226119
0.0,7.4504114704758235,8.285035735920784
0.0,7.45069196636563,8.313216129580379
0.0,7.450970446818704,8.341396523239974
0.0,7.451248953365837,8.369576916899568
0.0,7.451528530712145,8.397757310559163
0.0,7.451806152118405,8.425937704218757
0.0,7.452080777557874,8.454118097878352
0.0,7.452353049549437,8.482298491537946
0.0,7.452621863434287,8.510478885197541
0.0,7.452886060066136,8.538659278857136
0.0,7.453145496194362,8.56683967251673
0.0,7.453428953141456,8.595020066176325
0.0,7.453769285489935,8.62320045983592
0.0,7.45414349253893,8.651380853495514
0.0,7.4545182324378905,8.679561247155108
0.0,7.454872959216543,8.707741640814703
0.0,7.455197704550349,8.735922034474296
0.0,7.455489080219142,8.76410242813389
0.0,7.455747021942452,8.792282821793485
0.0,7.45597744538769,8.82046321545308
0.0,7.456206193566423,8.848643609112674
0.0,7.456446590641717,8.876824002772269
0.0,7.456700188747799,8.905004396431863
0.0,7.45695880680899,8.933184790091458
0.0,7.4572100666874555,8.961365183751052
0.0,7.457443647241964,8.989545577410647
0.0,7.457657383463864,9.017725971070242
0.0,7.457845134704701,9.045906364729836
0.0,7.458030134493448,9.07408675838943
0.0,7.458187040641803,9.102267152049025
0.0,7.458316014855875,9.13044754570862
0.0,7.458420947134738,9.158627939368214
0.0,7.458505535609558,9.186808333027809
0.0,7.458572985885887,9.214988726687404
0.0,7.458626402619127,9.243169120346998
0.0,7.458668566611143,9.271349514006593
0.0,7.458701820627048,9.299529907666187
0.0,7.458728022582715,9.327710301325782
0.0,7.45874857170924,9.355890694985376
0.0,7.458764484082643,9.384071088644971
0.0,7.458776485475518,9.412251482304566
0.0,7.458785098439027,9.44043187596416
0.0,7.45879071258475,9.468612269623755
0.0,7.458793635701821,9.496792663283347
0.0,7.458794127879831,9.524973056942942
0.0,7.458792422437873,9.553153450602537
0.0,7.458788737510627,9.581333844262131
0.0,7.45878328151875,9.609514237921726
0.0,7.458776254952363,9.63769463158132
0.0,7.458767850163571,9.665875025240915
0.0,7.45875825027347,9.69405541890051
0.0,7.458747627865194,9.722235812560104
0.0,7.458736143833281,9.750416206219699
0.0,7.4587239465644695,9.778596599879293
0.0,7.458711171500629,9.806776993538888
0.0,7.458697941067392,9.834957387198482
0.0,7.458684364917497,9.863137780858077
0.0,7.458670540420876,9.891318174517671
0.0,7.458656553336588,9.919498568177266
0.0,7.458642478605559,9.94767896183686
0.0,7.458628381212779,9.975859355496455
0.0,7.458614317077274,10.00403974915605
0.0,7.45860033393773,10.032220142815644
0.0,7.458586472211563,10.060400536475239
0.0,7.458572765809589,10.088580930134833
0.0,7.4585592428972145,10.116761323794428
0.0,7.458545926595992,10.144941717454023
0.0,7.458532835622228,10.173122111113617
0.0,7.45851998486412,10.201302504773212
0.0,7.458507385899108,10.229482898432805
0.0,7.458495047453788,10.2576632920924
0.0,7.45848297581083,10.285843685751994
0.0,7.458471175167449,10.314024079411588
0.0,7.458459647949305,10.342204473071183
0.0,7.4584483950850045,10.370384866730777
0.0,7.458437416243864,10.398565260390372
0.0,7.458426710042532,10.426745654049967
0.0,7.458416274223496,10.454926047709561
0.0,7.458406105808659,10.483106441369156
0.0,7.458396201231645,10.51128683502875
0.0,7.458386556450998,10.539467228688345
0.0,7.4583771670464785,10.56764762234794
0.0,7.458368028301537,10.595828016007534
0.0,7.458359135273467,10.624008409667129
0.0,7.458350482852575,10.652188803326723
0.0,7.458342065812329,10.680369196986318
0.0,7.45833387885145,10.708549590645912
0.0,7.458325916629522,10.736729984305507
0.0,7.458318173796324,10.764910377965101
0.0,7.458310645016547,10.793090771624696
0.0,7.458303324989864,10.82127116528429
0.0,7.458296208467671,10.849451558943885
0.0,7.458289290266594,10.87763195260348
0.0,7.458282565279525,10.905812346263074
0.0,7.458276028484246,10.933992739922669
0.0,7.458269674950112,10.962173133582263
0.0,7.458263499843706,10.990353527241856
0.0,7.458257498431933,11.01853392090145
0.0,7.458251666085693,11.046714314561045
0.0,7.458245998281005,11.07489470822064
0.0,7.458240490600021,11.103075101880234
0.0,7.458235138732049,11.131255495539829
0.0,7.458229938472677,11.159435889199424
0.0,7.458224885723202,11.187616282859018
0.0,7.4582199764899615,11.215796676518613
0.0,7.458215206882989,11.243977070178207
0.0,7.45821057311422,11.272157463837802
0.0,7.458206071495846,11.300337857497396
0.0,7.458201698438572,11.328518251156991
0.0,7.458197450449534,11.356698644816586
0.0,7.458193324130362,11.38487903847618
0.0,7.458189316174883,11.413059432135775
0.0,7.4581854233670155,11.44123982579537
0.0,7.458181642578657,11.469420219454964
0.0,7.458177970767434,11.497600613114558
0.0,7.45817440497451,11.525781006774153
0.0,7.458170942322458,11.553961400433748
0.0,7.458167580013154,11.582141794093342
0.0,7.458164315325623,11.610322187752937
0.0,7.458161145613856,11.638502581412531
0.0,7.458158068304856,11.666682975072126
0.0,7.458155080896659,11.69486336873172
0.0,7.458152180956307,11.723043762391315
0.0,7.4581493661178815,11.751224156050908
0.0,7.458146634080834,11.779404549710502
0.0,7.458143982608019,11.807584943370097
0.0,7.458141409523925,11.835765337029692
0.0,7.458138912712993,11.863945730689286
0.0,7.458136490117846,11.89212612434888
0.0,7.458134139737729,11.920306518008475
0.0,7.458131859626847,11.94848691166807
0.0,7.458129647892849,11.976667305327664
0.0,7.458127502695362,12.004847698987259
0.0,7.458125422244469,12.033028092646854
0.0,7.458123404799274,12.061208486306448
0.0,7.4581214486665495,12.089388879966043
0.0,7.458119552199364,12.117569273625637
0.0,7.458117713795775,12.145749667285232
0.0,7.458115931897583,12.173930060944826
0.0,7.458114204989103,12.202110454604421
0.0,7.458112531595971,12.230290848264016
0.0,7.4581109102840015,12.25847124192361
0.0,7.458109339658044,12.286651635583205
0.0,7.458107818360838,12.3148320292428
0.0,7.458106345072114,12.343012422902394
0.0,7.458104918507433,12.371192816561988
0.0,7.458103537417247,12.399373210221583
0.0,7.45810220058587,12.427553603881178
0.0,7.458100906830562,12.455733997540772
0.0,7.458099655000641,12.483914391200367
0.0,7.458098443976559,12.51209478485996
0.0,7.45809727266904,12.540275178519554
0.0,7.458096140018266,12.568455572179149
0.0,7.458095044993035,12.596635965838743
0.0,7.4580939865900024,12.624816359498338
0.0,7.458092963832879,12.652996753157932
0.0,7.4580919757717155,12.681177146817527
0.0,7.458091021482172,12.709357540477122
0.0,7.458090100064794,12.737537934136716
0.0,7.458089210644337,12.76571832779631
0.0,7.458088352369131,12.793898721455905
0.0,7.458087524410384,12.8220791151155
0.0,7.458086725961585,12.850259508775094
0.0,7.458085956237906,12.878439902434689
0.0,7.458085214475572,12.906620296094284
0.0,7.458084499931331,12.934800689753878
0.0,7.458083811881839,12.962981083413473
0.0,7.45808314962318,12.991161477073067
0.0,7.458082512470291,13.019341870732662
0.0,7.458081899756464,13.047522264392256
0.0,7.458081310832844,13.075702658051851
0.0,7.458080745067946,13.103883051711446
0.0,7.458080201847182,13.13206344537104
0.0,7.458079680572412,13.160243839030635
0.0,7.458079180661478,13.18842423269023
0.0,7.4580787015477785,13.216604626349824
0.0,7.458078242679872,13.244785020009418
0.0,7.458077803521021,13.272965413669011
0.0,7.458077383548829,13.301145807328606
0.0,7.458076982254841,13.3293262009882
0.0,7.458076599144173,13.357506594647795
0.0,7.458076233735124,13.38568698830739
0.0,7.458075885558855,13.413867381966984
0.0,7.458075554159021,13.442047775626579
0.0,7.458075239091428,13.470228169286173
0.0,7.458074939923718,13.498408562945768
0.0,7.458074656235041,13.526588956605362
0.0,7.4580743876157705,13.554769350264957
0.0,7.458074133667161,13.582949743924551
0.0,7.45807389400108,13.611130137584146
0.0,7.458073668239738,13.63931053124374
0.0,7.458073456015369,13.667490924903335
0.0,7.458073256969985,13.69567131856293
0.0,7.4580730707551375,13.723851712222524
0.0,7.458072897031597,13.752032105882119
0.0,7.458072735469196,13.780212499541713
0.0,7.458072585746478,13.808392893201308
0.0,7.458072447550574,13.836573286860903
0.0,7.45807232057688,13.864753680520497
0.0,7.458072204528907,13.892934074180092
0.0,7.4580720991180165,13.921114467839686
0.0,7.458072004063208,13.94929486149928
0.0,7.45807191909098,13.977475255158875
0.0,7.4580718439350395,14.00565564881847
0.0,7.458071778336176,14.033836042478063
0.0,7.4580717220420505,14.062016436137657
0.0,7.458071674806979,14.090196829797252
0.0,7.458071636391819,14.118377223456847
0.0,7.458071606563754,14.146557617116441
0.0,7.4580715850961345,14.174738010776036
0.0,7.458071571768296,14.20291840443563
0.0,7.458071566365428,14.231098798095225
0.0,7.458071568678403,14.25927919175482
0.0,7.458071578503622,14.287459585414414
0.0,7.458071595642896,14.315639979074009
0.0,7.458071619903232,14.343820372733603
0.0,7.458071651096763,14.372000766393198
0.0,7.458071689040611,14.400181160052792
0.0,7.458071733556707,14.428361553712387
0.0,7.45807178447169,14.456541947371981
0.0,7.458071841616786,14.484722341031576
0.0,7.458071904827679,14.51290273469117
0.0,7.458071973944375,14.541083128350765
0.0,7.458072048811152,14.56926352201036
0.0,7.458072129276342,14.597443915669954
0.0,7.458072215192313,14.625624309329549
0.0,7.458072306415338,14.653804702989143
0.0,7.458072402805461,14.681985096648738
0.0,7.45807250422643,14.710165490308333
0.0,7.45807261054558,14.738345883967927
0.0,7.458072721633754,14.766526277627522
0.0,7.4580728373652,14.794706671287114
0.0,7.458072957617482,14.822887064946709
0.0,7.458073082271372,14.851067458606304
0.0,7.458073211210814,14.879247852265898
0.0,7.458073344322795,14.907428245925493
0.0,7.4580734814972836,14.935608639585087
0.0,7.458073622627141,14.963789033244682
0.0,7.45807376760806,14.991969426904276
0.0,7.458073916338484,15.020149820563871
0.0,7.458074068719519,15.048330214223466
0.0,7.458074224654852,15.07651060788306
0.0,7.458074384050767,15.104691001542655
0.0,7.458074546815951,15.13287139520225
0.0,7.458074712861536,15.161051788861844
0.0,7.458074882100974,15.189232182521438
0.0,7.458075054449997,15.217412576181033
0.0,7.458075229826548,15.245592969840628
0.0,7.458075408150737,15.273773363500222
0.0,7.458075589344772,15.301953757159817
0.0,7.458075773332896,15.330134150819411
0.0,7.458075960041371,15.358314544479006
0.0,7.458076149398346,15.3864949381386
0.0,7.4580763413339115,15.414675331798195
0.0,7.458076535779955,15.44285572545779
0.0,7.458076732670175,15.471036119117384
0.0,7.45807693194001,15.499216512776979
0.0,7.458077133526588,15.527396906436573
0.0,7.458077337368681,15.555577300096166
0.0,7.458077543406669,15.58375769375576
0.0,7.458077751582507,15.611938087415355
0.0,7.458077961839681,15.64011848107495
0.0,7.458078174123127,15.668298874734544
0.0,7.458078388379262,15.696479268394139
0.0,7.458078604555877,15.724659662053734
0.0,7.458078822602159,15.752840055713328
0.0,7.458079042468606,15.781020449372923
0.0,7.458079264107024,15.809200843032517
0.0,7.458079487470479,15.837381236692112
0.0,7.458079712513246,15.865561630351706
0.0,7.458079939190842,15.893742024011301
0.0,7.458080167459919,15.921922417670896
0.0,7.458080397278259,15.95010281133049
0.0,7.45808062860477,15.978283204990085
0.0,7.458080861399417,16.006463598649677
0.0,7.45808109562323,16.034643992309274
0.0,7.4580813312382475,16.062824385968867
0.0,7.458081568207503,16.091004779628463
0.0,7.45808180649499,16.119185173288056
0.0,7.4580820460656625,16.147365566947652
0.0,7.458082286885367,16.175545960607245
0.0,7.458082528920847,16.20372635426684
0.0,7.458082772139739,16.231906747926434
0.0,7.458083016510503,16.26008714158603
0.0,7.458083262002398,16.288267535245623
0.0,7.458083508585564,16.31644792890522
0.0,7.458083756230842,16.344628322564812
0.0,7.4580840049098835,16.37280871622441
0.0,7.45808425459504,16.400989109884
0.0,7.458084505259414,16.429169503543598
0.0,7.458084756876819,16.45734989720319
0.0,7.458085009421727,16.485530290862787
0.0,7.458085262869281,16.51371068452238
0.0,7.45808551719526,16.541891078181976
0.0,7.458085772376093,16.57007147184157
0.0,7.458086028388826,16.598251865501165
0.0,7.458086285211094,16.626432259160758
0.0,7.458086542821105,16.654612652820354
0.0,7.458086801197639,16.682793046479947
0.0,7.458087060320039,16.71097344013954
0.0,7.458087320168183,16.739153833799136
0.0,7.458087580722474,16.76733422745873
0.0,7.458087841963812,16.795514621118325
0.0,7.458088103873619,16.82369501477792
0.0,7.458088366433766,16.851875408437515
0.0,7.458088629626623,16.880055802097107
0.0,7.458088893435012,16.908236195756704
0.0,7.45808915784219,16.936416589416297
0.0,7.458089422831859,16.964596983075893
0.0,7.458089688388136,16.992777376735486
0.0,7.458089954495564,17.020957770395082
0.0,7.458090221139072,17.049138164054675
0.0,7.458090488303984,17.07731855771427
0.0,7.4580907559760234,17.105498951373864
0.0,7.458091024141269,17.13367934503346
0.0,7.458091292786154,17.161859738693053
0.0,7.458091561897462,17.19004013235265
0.0,7.458091831462333,17.218220526012242
0.0,7.4580921014682335,17.24640091967184
0.0,7.458092371902956,17.27458131333143
0.0,7.458092642754604,17.302761706991028
0.0,7.458092914011591,17.33094210065062
0.0,7.458093185662632,17.359122494310217
0.0,7.458093457696743,17.38730288796981
0.0,7.458093730103204,17.415483281629406
0.0,7.458094002871589,17.443663675289
0.0,7.458094275991734,17.47184406894859
0.0,7.45809454945374,17.500024462608188
0.0,7.45809482324796,17.52820485626778
0.0,7.458095097365005,17.556385249927377
0.0,7.458095371795722,17.58456564358697
0.0,7.458095646531195,17.612746037246566
0.0,7.458095921562729,17.64092643090616
0.0,7.458096196881862,17.669106824565755
0.0,7.458096472480329,17.69728721822535
0.0,7.45809674835011,17.725467611884945
0.0,7.458097024483389,17.753648005544537
0.0,7.458097300872538,17.781828399204134
0.0,7.458097577510129,17.810008792863727
0.0,7.458097854388931,17.838189186523323
0.0,7.458098131501889,17.866369580182916
0.0,7.458098408842133,17.894549973842512
0.0,7.458098686402979,17.922730367502105
0.0,7.4580989641778945,17.9509107611617
0.0,7.458099242160536,17.979091154821294
0.0,7.4580995203447085,18.00727154848089
0.0,7.458099798724375,18.035451942140483
0.0,7.4581000772936745,18.06363233580008
0.0,7.4581003560468755,18.091812729459672
0.0,7.458100634978401,18.11999312311927
0.0,7.458100914082806,18.14817351677886
0.0,7.458101193354803,18.176353910438458
0.0,7.458101472789227,18.20453430409805
0.0,7.4581017523810464,18.232714697757643
0.0,7.458102032125359,18.26089509141724
0.0,7.458102312017396,18.289075485076832
0.0,7.458102592052504,18.31725587873643
0.0,7.458102872226147,18.34543627239602
0.0,7.4581031525339085,18.373616666055618
0.0,7.458103432971483,18.40179705971521
0.0,7.458103713534671,18.429977453374807
0.0,7.458103994219385,18.4581578470344
0.0,7.458104275021644,18.486338240693996
0.0,7.45810455593756,18.51451863435359
0.0,7.458104836963349,18.542699028013185
0.0,7.458105118095323,18.570879421672778
0.0,7.45810539932989,18.599059815332375
0.0,7.458105680663546,18.627240208991967
0.0,7.458105962092877,18.655420602651564
0.0,7.458106243614559,18.683600996311156
0.0,7.4581065252253484,18.711781389970753
0.0,7.458106806922078,18.739961783630346
0.0,7.458107088701678,18.768142177289942
0.0,7.458107370561189,18.796322570949535
0.0,7.458107652497636,18.82450296460913
0.0,7.458107934508171,18.852683358268724
0.0,7.458108216590022,18.88086375192832
0.0,7.458108498740467,18.909044145587913
0.0,7.458108780956876,18.93722453924751
0.0,7.458109063236663,18.965404932907102
0.0,7.4581093455773235,18.993585326566695
0.0,7.458109627976414,19.02176572022629
0.0,7.45810991043155,19.049946113885884
0.0,7.458110192940427,19.07812650754548
0.0,7.45811047550075,19.106306901205073
0.0,7.458110758110332,19.13448729486467
0.0,7.458111040767049,19.162667688524262
0.0,7.45811132346876,19.19084808218386
0.0,7.458111606213485,19.21902847584345
0.0,7.458111888999229,19.247208869503048
0.0,7.458112171824082,19.27538926316264
0.0,7.4581124546860895,19.303569656822237
0.0,7.458112737583516,19.33175005048183
0.0,7.45811302051442,19.359930444141426
