pattern,lambda,velocities,N_clusters,A_clusters,time
sine,2,1.0,6,"[[198172, 12733, 3260, 12733, 15993, 15993, 3260]]",12.568455572179149
sine,2,1.0,6,"[[198644, 12723, 3152, 12723, 15875, 15875, 3152]]",12.596635965838743
sine,2,1.0,6,"[[199056, 12723, 3049, 12723, 15772, 15772, 3049]]",12.624816359498338
sine,2,1.0,6,"[[199500, 12714, 2947, 12714, 15661, 15661, 2947]]",12.652996753157932
sine,2,1.0,6,"[[199820, 12720, 2861, 12720, 15581, 15581, 2861]]",12.681177146817527
sine,2,1.0,6,"[[200024, 12733, 2797, 12733, 15530, 15530, 2797]]",12.709357540477122
sine,2,1.0,6,"[[200236, 12737, 2740, 12737, 15477, 15477, 2740]]",12.737537934136716
sine,2,1.0,6,"[[200304, 12746, 2714, 12746, 15460, 15460, 2714]]",12.76571832779631
sine,2,1.0,6,"[[200264, 12754, 2716, 12754, 15470, 15470, 2716]]",12.793898721455905
sine,2,1.0,6,"[[200132, 12778, 2725, 12778, 15503, 15503, 2725]]",12.8220791151155
sine,2,1.0,6,"[[199944, 12789, 2761, 12789, 15550, 15550, 2761]]",12.850259508775094
sine,2,1.0,6,"[[199816, 12770, 2812, 12770, 15582, 15582, 2812]]",12.878439902434689
sine,2,1.0,6,"[[199568, 12780, 2864, 12780, 15644, 15644, 2864]]",12.906620296094284
sine,2,1.0,6,"[[199384, 12769, 2921, 12769, 15690, 15690, 2921]]",12.934800689753878
sine,2,1.0,6,"[[199296, 12739, 2973, 12739, 15712, 15712, 2973]]",12.962981083413473
sine,2,1.0,6,"[[199280, 12701, 3015, 12701, 15716, 15716, 3015]]",12.991161477073067
sine,2,1.0,6,"[[199284, 12667, 3048, 12667, 15715, 15715, 3048]]",13.019341870732662
sine,2,1.0,6,"[[199480, 12616, 3050, 12616, 15666, 15666, 3050]]",13.047522264392256
sine,2,1.0,6,"[[199620, 12572, 12572, 3059, 15631, 15631, 3059]]",13.075702658051851
sine,2,1.0,6,"[[199964, 12510, 3035, 12510, 15545, 15545, 3035]]",13.103883051711446
sine,2,1.0,6,"[[200224, 12476, 12476, 3004, 15480, 15480, 3004]]",13.13206344537104
sine,2,1.0,6,"[[200580, 12435, 12435, 2956, 15391, 15391, 2956]]",13.160243839030635
sine,2,1.0,6,"[[200996, 12395, 12395, 2892, 15287, 15287, 2892]]",13.18842423269023
sine,2,1.0,6,"[[201400, 12375, 12375, 2811, 15186, 15186, 2811]]",13.216604626349824
sine,2,1.0,6,"[[201832, 12355, 12355, 2723, 15078, 15078, 2723]]",13.244785020009418
sine,2,1.0,6,"[[202320, 12332, 12332, 2624, 14956, 14956, 2624]]",13.272965413669011
sine,2,1.0,6,"[[202720, 12333, 12333, 2523, 14856, 14856, 2523]]",13.301145807328606
sine,2,1.0,6,"[[203144, 12333, 12333, 2417, 14750, 14750, 2417]]",13.3293262009882
sine,2,1.0,6,"[[203584, 12326, 12326, 2314, 14640, 14640, 2314]]",13.357506594647795
sine,2,1.0,6,"[[203892, 12348, 12348, 2215, 14563, 14563, 2215]]",13.38568698830739
sine,2,1.0,6,"[[204168, 12362, 12362, 2132, 14494, 14494, 2132]]",13.413867381966984
sine,2,1.0,6,"[[204480, 12367, 12367, 2049, 14416, 14416, 2049]]",13.442047775626579
sine,2,1.0,6,"[[204592, 12394, 12394, 1994, 14388, 14388, 1994]]",13.470228169286173
sine,2,1.0,6,"[[204816, 12390, 12390, 1942, 14332, 14332, 1942]]",13.498408562945768
sine,2,1.0,6,"[[204864, 12403, 12403, 1917, 14320, 14320, 1917]]",13.526588956605362
sine,2,1.0,6,"[[204804, 12410, 12410, 1925, 14335, 14335, 1925]]",13.554769350264957
sine,2,1.0,6,"[[204780, 12400, 12400, 1941, 14341, 14341, 1941]]",13.582949743924551
sine,2,1.0,6,"[[204616, 12391, 12391, 1991, 14382, 14382, 1991]]",13.611130137584146
sine,2,1.0,6,"[[204508, 12367, 12367, 2042, 14409, 14409, 2042]]",13.63931053124374
sine,2,1.0,6,"[[204324, 12350, 12350, 2105, 14455, 14455, 2105]]",13.667490924903335
sine,2,1.0,6,"[[204240, 12310, 12310, 2166, 14476, 14476, 2166]]",13.69567131856293
sine,2,1.0,6,"[[204192, 12265, 12265, 2223, 14488, 14488, 2223]]",13.723851712222524
sine,2,1.0,6,"[[204164, 12220, 12220, 2275, 14495, 14495, 2275]]",13.752032105882119
sine,2,1.0,6,"[[204160, 12179, 12179, 2317, 14496, 14496, 2317]]",13.780212499541713
sine,2,1.0,6,"[[204184, 12148, 12148, 2342, 14490, 14490, 2342]]",13.808392893201308
sine,2,1.0,6,"[[204436, 12092, 12092, 2335, 14427, 14427, 2335]]",13.836573286860903
sine,2,1.0,6,"[[204592, 12057, 12057, 2331, 14388, 14388, 2331]]",13.864753680520497
sine,2,1.0,6,"[[204772, 12035, 12035, 2308, 14343, 14343, 2308]]",13.892934074180092
sine,2,1.0,6,"[[204948, 12028, 12028, 2271, 14299, 14299, 2271]]",13.921114467839686
sine,2,1.0,6,"[[205264, 12008, 12008, 2212, 14220, 14220, 2212]]",13.94929486149928
sine,2,1.0,6,"[[205588, 11995, 11995, 2144, 14139, 14139, 2144]]",13.977475255158875
sine,2,1.0,6,"[[205916, 11990, 11990, 2067, 14057, 14057, 2067]]",14.00565564881847
sine,2,1.0,6,"[[206148, 12012, 12012, 1987, 13999, 13999, 1987]]",14.033836042478063
sine,2,1.0,6,"[[206468, 12021, 12021, 1898, 13919, 13919, 1898]]",14.062016436137657
sine,2,1.0,6,"[[206772, 12036, 12036, 1807, 13843, 13843, 1807]]",14.090196829797252
sine,2,1.0,6,"[[206996, 12058, 12058, 1729, 13787, 13787, 1729]]",14.118377223456847
sine,2,1.0,6,"[[207152, 12101, 12101, 1647, 13748, 13748, 1647]]",14.146557617116441
sine,2,1.0,6,"[[207408, 12111, 12111, 1573, 13684, 13684, 1573]]",14.174738010776036
sine,2,1.0,6,"[[207512, 12143, 12143, 1515, 13658, 13658, 1515]]",14.20291840443563
sine,2,1.0,6,"[[207632, 12154, 12154, 1474, 13628, 13628, 1474]]",14.231098798095225
sine,2,1.0,6,"[[207736, 12154, 12154, 1448, 13602, 13602, 1448]]",14.25927919175482
sine,2,1.0,6,"[[207596, 12175, 12175, 1462, 13637, 13637, 1462]]",14.287459585414414
sine,2,1.0,6,"[[207616, 12151, 12151, 1481, 13632, 13632, 1481]]",14.315639979074009
sine,2,1.0,6,"[[207456, 12141, 12141, 1531, 13672, 13672, 1531]]",14.343820372733603
sine,2,1.0,6,"[[207288, 12122, 12122, 1592, 13714, 13714, 1592]]",14.372000766393198
sine,2,1.0,6,"[[207164, 12081, 12081, 1664, 13745, 13745, 1664]]",14.400181160052792
sine,2,1.0,6,"[[206944, 12067, 12067, 1733, 13800, 13800, 1733]]",14.428361553712387
sine,2,1.0,6,"[[206808, 12037, 12037, 1797, 13834, 13834, 1797]]",14.456541947371981
sine,2,1.0,6,"[[206752, 11989, 11989, 1859, 13848, 13848, 1859]]",14.484722341031576
sine,2,1.0,6,"[[206672, 11960, 11960, 1908, 13868, 13868, 1908]]",14.51290273469117
sine,2,1.0,6,"[[206696, 11919, 11919, 1943, 13862, 13862, 1943]]",14.541083128350765
sine,2,1.0,6,"[[206672, 11906, 11906, 1962, 13868, 13868, 1962]]",14.56926352201036
sine,2,1.0,6,"[[206764, 11877, 11877, 1968, 13845, 13845, 1968]]",14.597443915669954
sine,2,1.0,6,"[[206912, 11861, 11861, 1947, 13808, 13808, 1947]]",14.625624309329549
sine,2,1.0,6,"[[206976, 11871, 11871, 1921, 13792, 13792, 1921]]",14.653804702989143
sine,2,1.0,6,"[[207200, 11862, 11862, 1874, 13736, 13736, 1874]]",14.681985096648738
sine,2,1.0,6,"[[207384, 11867, 11867, 1823, 13690, 13690, 1823]]",14.710165490308333
sine,2,1.0,6,"[[207552, 11893, 11893, 1755, 13648, 13648, 1755]]",14.738345883967927
sine,2,1.0,6,"[[207768, 11916, 11916, 1678, 13594, 13594, 1678]]",14.766526277627522
sine,2,1.0,6,"[[207944, 11948, 11948, 1602, 13550, 13550, 1602]]",14.794706671287114
sine,2,1.0,6,"[[208172, 11972, 11972, 1521, 13493, 13493, 1521]]",14.822887064946709
sine,2,1.0,6,"[[208340, 12007, 12007, 1444, 13451, 13451, 1444]]",14.851067458606304
sine,2,1.0,6,"[[208456, 12043, 12043, 1379, 13422, 13422, 1379]]",14.879247852265898
sine,2,1.0,6,"[[208640, 12063, 12063, 1313, 13376, 13376, 1313]]",14.907428245925493
sine,2,1.0,6,"[[208672, 12100, 12100, 1268, 13368, 13368, 1268]]",14.935608639585087
sine,2,1.0,6,"[[208716, 12112, 12112, 1245, 13357, 13357, 1245]]",14.963789033244682
sine,2,1.0,6,"[[208776, 12105, 12105, 1237, 13342, 13342, 1237]]",14.991969426904276
sine,2,1.0,6,"[[208708, 12111, 12111, 1248, 13359, 13359, 1248]]",15.020149820563871
sine,2,1.0,6,"[[208600, 12099, 12099, 1287, 13386, 13386, 1287]]",15.048330214223466
sine,2,1.0,6,"[[208448, 12076, 12076, 1348, 13424, 13424, 1348]]",15.07651060788306
sine,2,1.0,6,"[[208232, 12063, 12063, 1415, 13478, 13478, 1415]]",15.104691001542655
sine,2,1.0,6,"[[208096, 12026, 12026, 1486, 13512, 13512, 1486]]",15.13287139520225
sine,2,1.0,6,"[[207936, 11991, 11991, 1561, 13552, 13552, 1561]]",15.161051788861844
sine,2,1.0,6,"[[207768, 11969, 11969, 1625, 13594, 13594, 1625]]",15.189232182521438
sine,2,1.0,6,"[[207592, 11950, 11950, 1688, 13638, 13638, 1688]]",15.217412576181033
sine,2,1.0,6,"[[207528, 11921, 11921, 1733, 13654, 13654, 1733]]",15.245592969840628
sine,2,1.0,6,"[[207512, 11895, 11895, 1763, 13658, 13658, 1763]]",15.273773363500222
sine,2,1.0,6,"[[207480, 11883, 11883, 1783, 13666, 13666, 1783]]",15.301953757159817
sine,2,1.0,6,"[[207560, 11863, 11863, 1783, 13646, 13646, 1783]]",15.330134150819411
sine,2,1.0,6,"[[207704, 11851, 11851, 1759, 13610, 13610, 1759]]",15.358314544479006
sine,2,1.0,6,"[[207724, 11876, 11876, 1729, 13605, 13605, 1729]]",15.3864949381386
sine,2,1.0,6,"[[207936, 11874, 11874, 1678, 13552, 13552, 1678]]",15.414675331798195
sine,2,1.0,6,"[[208072, 11897, 11897, 1621, 13518, 13518, 1621]]",15.44285572545779
sine,2,1.0,6,"[[208192, 11930, 11930, 1558, 13488, 13488, 1558]]",15.471036119117384
sine,2,1.0,6,"[[208392, 11950, 11950, 1488, 13438, 13438, 1488]]",15.499216512776979
sine,2,1.0,6,"[[208516, 11993, 11993, 1414, 13407, 13407, 1414]]",15.527396906436573
sine,2,1.0,6,"[[208656, 12034, 12034, 1338, 13372, 13372, 1338]]",15.555577300096166
sine,2,1.0,6,"[[208856, 12059, 12059, 1263, 13322, 13322, 1263]]",15.58375769375576
sine,2,1.0,6,"[[208888, 12103, 12103, 1211, 13314, 13314, 1211]]",15.611938087415355
sine,2,1.0,6,"[[209064, 12119, 12119, 1151, 13270, 13270, 1151]]",15.64011848107495
sine,2,1.0,6,"[[209052, 12149, 12149, 1124, 13273, 13273, 1124]]",15.668298874734544
sine,2,1.0,6,"[[209096, 12154, 12154, 1108, 13262, 13262, 1108]]",15.696479268394139
sine,2,1.0,6,"[[209060, 12154, 12154, 1117, 13271, 13271, 1117]]",15.724659662053734
sine,2,1.0,6,"[[208968, 12148, 12148, 1146, 13294, 13294, 1146]]",15.752840055713328
sine,2,1.0,6,"[[208856, 12123, 12123, 1199, 13322, 13322, 1199]]",15.781020449372923
sine,2,1.0,6,"[[208652, 12111, 12111, 1262, 13373, 13373, 1262]]",15.809200843032517
sine,2,1.0,6,"[[208416, 12094, 12094, 1338, 13432, 13432, 1338]]",15.837381236692112
sine,2,1.0,6,"[[208232, 12064, 12064, 1414, 13478, 13478, 1414]]",15.865561630351706
sine,2,1.0,6,"[[208040, 12044, 12044, 1482, 13526, 13526, 1482]]",15.893742024011301
sine,2,1.0,6,"[[207992, 11989, 11989, 1549, 13538, 13538, 1549]]",15.921922417670896
sine,2,1.0,6,"[[207800, 11982, 11982, 1604, 13586, 13586, 1604]]",15.95010281133049
sine,2,1.0,6,"[[207776, 11953, 11953, 1639, 13592, 13592, 1639]]",15.978283204990085
sine,2,1.0,6,"[[207696, 11949, 11949, 1663, 13612, 13612, 1663]]",16.006463598649677
sine,2,1.0,6,"[[207776, 11932, 11932, 1660, 13592, 13592, 1660]]",16.034643992309274
sine,2,1.0,6,"[[207872, 11918, 11918, 1650, 13568, 13568, 1650]]",16.062824385968867
sine,2,1.0,6,"[[207928, 11930, 11930, 1624, 13554, 13554, 1624]]",16.091004779628463
sine,2,1.0,6,"[[208044, 11940, 11940, 1585, 13525, 13525, 1585]]",16.119185173288056
sine,2,1.0,6,"[[208128, 11970, 11970, 1534, 13504, 13504, 1534]]",16.147365566947652
sine,2,1.0,6,"[[208280, 11993, 11993, 1473, 13466, 13466, 1473]]",16.175545960607245
sine,2,1.0,6,"[[208468, 12015, 12015, 1404, 13419, 13419, 1404]]",16.20372635426684
sine,2,1.0,6,"[[208600, 12055, 12055, 1331, 13386, 13386, 1331]]",16.231906747926434
sine,2,1.0,6,"[[208752, 12093, 12093, 1255, 13348, 13348, 1255]]",16.26008714158603
sine,2,1.0,6,"[[208876, 12128, 12128, 1189, 13317, 13317, 1189]]",16.288267535245623
sine,2,1.0,6,"[[208964, 12172, 12172, 1123, 13295, 13295, 1123]]",16.31644792890522
sine,2,1.0,6,"[[209104, 12192, 12192, 1068, 13260, 13260, 1068]]",16.344628322564812
sine,2,1.0,6,"[[209144, 12214, 12214, 1036, 13250, 13250, 1036]]",16.37280871622441
sine,2,1.0,6,"[[209204, 12217, 12217, 1018, 13235, 13235, 1018]]",16.400989109884
sine,2,1.0,6,"[[209232, 12213, 12213, 1015, 13228, 13228, 1015]]",16.429169503543598
sine,2,1.0,6,"[[209120, 12211, 12211, 1045, 13256, 13256, 1045]]",16.45734989720319
sine,2,1.0,6,"[[208908, 12215, 12215, 1094, 13309, 13309, 1094]]",16.485530290862787
sine,2,1.0,6,"[[208776, 12191, 12191, 1151, 13342, 13342, 1151]]",16.51371068452238
sine,2,1.0,6,"[[208592, 12164, 12164, 1224, 13388, 13388, 1224]]",16.541891078181976
sine,2,1.0,6,"[[208392, 12142, 12142, 1296, 13438, 13438, 1296]]",16.57007147184157
sine,2,1.0,6,"[[208200, 12120, 12120, 1366, 13486, 13486, 1366]]",16.598251865501165
sine,2,1.0,6,"[[208056, 12089, 12089, 1433, 13522, 13522, 1433]]",16.626432259160758
sine,2,1.0,6,"[[207960, 12059, 12059, 1487, 13546, 13546, 1487]]",16.654612652820354
sine,2,1.0,6,"[[207896, 12029, 12029, 1533, 13562, 13562, 1533]]",16.682793046479947
sine,2,1.0,6,"[[207792, 12027, 12027, 1561, 13588, 13588, 1561]]",16.71097344013954
sine,2,1.0,6,"[[207792, 12022, 12022, 1566, 13588, 13588, 1566]]",16.739153833799136
sine,2,1.0,6,"[[207896, 12002, 12002, 1560, 13562, 13562, 1560]]",16.76733422745873
sine,2,1.0,6,"[[207936, 12015, 12015, 1537, 13552, 13552, 1537]]",16.795514621118325
sine,2,1.0,6,"[[208092, 12017, 12017, 1496, 13513, 13513, 1496]]",16.82369501477792
sine,2,1.0,6,"[[208128, 12046, 12046, 1458, 13504, 13504, 1458]]",16.851875408437515
sine,2,1.0,6,"[[208356, 12052, 12052, 1395, 13447, 13447, 1395]]",16.880055802097107
sine,2,1.0,6,"[[208492, 12087, 12087, 1326, 13413, 13413, 1326]]",16.908236195756704
sine,2,1.0,6,"[[208640, 12122, 12122, 1254, 13376, 13376, 1254]]",16.936416589416297
sine,2,1.0,6,"[[208816, 12148, 12148, 1184, 13332, 13332, 1184]]",16.964596983075893
sine,2,1.0,6,"[[208868, 12201, 12201, 1118, 13319, 13319, 1118]]",16.992777376735486
sine,2,1.0,6,"[[208964, 12243, 12243, 1052, 13295, 13295, 1052]]",17.020957770395082
sine,2,1.0,6,"[[209088, 12266, 12266, 998, 13264, 13264, 998]]",17.049138164054675
sine,2,1.0,6,"[[209176, 12285, 12285, 957, 13242, 13242, 957]]",17.07731855771427
sine,2,1.0,6,"[[209172, 12305, 12305, 938, 13243, 13243, 938]]",17.105498951373864
sine,2,1.0,6,"[[209176, 12309, 12309, 933, 13242, 13242, 933]]",17.13367934503346
sine,2,1.0,6,"[[209100, 12304, 12304, 957, 13261, 13261, 957]]",17.161859738693053
sine,2,1.0,6,"[[209032, 12284, 12284, 994, 13278, 13278, 994]]",17.19004013235265
sine,2,1.0,6,"[[208928, 12263, 12263, 1041, 13304, 13304, 1041]]",17.218220526012242
sine,2,1.0,6,"[[208680, 12254, 12254, 1112, 13366, 13366, 1112]]",17.24640091967184
sine,2,1.0,6,"[[208472, 12230, 12230, 1188, 13418, 13418, 1188]]",17.27458131333143
sine,2,1.0,6,"[[208276, 12205, 12205, 1262, 13467, 13467, 1262]]",17.302761706991028
sine,2,1.0,6,"[[208144, 12172, 12172, 1328, 13500, 13500, 1328]]",17.33094210065062
sine,2,1.0,6,"[[207992, 12154, 12154, 1384, 13538, 13538, 1384]]",17.359122494310217
sine,2,1.0,6,"[[207896, 12125, 12125, 1437, 13562, 13562, 1437]]",17.38730288796981
sine,2,1.0,6,"[[207848, 12113, 12113, 1461, 13574, 13574, 1461]]",17.415483281629406
sine,2,1.0,6,"[[207820, 12101, 12101, 1480, 13581, 13581, 1480]]",17.443663675289
sine,2,1.0,6,"[[207904, 12090, 12090, 1470, 13560, 13560, 1470]]",17.47184406894859
sine,2,1.0,6,"[[207876, 12109, 12109, 1458, 13567, 13567, 1458]]",17.500024462608188
sine,2,1.0,6,"[[207996, 12112, 12112, 1425, 13537, 13537, 1425]]",17.52820485626778
sine,2,1.0,6,"[[208072, 12138, 12138, 1380, 13518, 13518, 1380]]",17.556385249927377
sine,2,1.0,6,"[[208332, 12134, 12134, 1319, 13453, 13453, 1319]]",17.58456564358697
sine,2,1.0,6,"[[208508, 12154, 12154, 1255, 13409, 13409, 1255]]",17.612746037246566
sine,2,1.0,6,"[[208552, 12208, 12208, 1190, 13398, 13398, 1190]]",17.64092643090616
sine,2,1.0,6,"[[208688, 12243, 12243, 1121, 13364, 13364, 1121]]",17.669106824565755
sine,2,1.0,6,"[[208852, 12276, 12276, 1047, 13323, 13323, 1047]]",17.69728721822535
sine,2,1.0,6,"[[208956, 12313, 12313, 984, 13297, 13297, 984]]",17.725467611884945
sine,2,1.0,6,"[[209076, 12336, 12336, 931, 13267, 13267, 931]]",17.753648005544537
sine,2,1.0,6,"[[209184, 12359, 12359, 881, 13240, 13240, 881]]",17.781828399204134
sine,2,1.0,6,"[[209240, 12369, 12369, 857, 13226, 13226, 857]]",17.810008792863727
sine,2,1.0,6,"[[209216, 12377, 12377, 855, 13232, 13232, 855]]",17.838189186523323
sine,2,1.0,6,"[[209140, 12383, 12383, 868, 13251, 13251, 868]]",17.866369580182916
sine,2,1.0,6,"[[209112, 12360, 12360, 898, 13258, 13258, 898]]",17.894549973842512
sine,2,1.0,6,"[[208912, 12354, 12354, 954, 13308, 13308, 954]]",17.922730367502105
sine,2,1.0,6,"[[208744, 12336, 12336, 1014, 13350, 13350, 1014]]",17.9509107611617
sine,2,1.0,6,"[[208536, 12314, 12314, 1088, 13402, 13402, 1088]]",17.979091154821294
sine,2,1.0,6,"[[208332, 12291, 12291, 1162, 13453, 13453, 1162]]",18.00727154848089
sine,2,1.0,6,"[[208176, 12263, 12263, 1229, 13492, 13492, 1229]]",18.035451942140483
sine,2,1.0,6,"[[208016, 12245, 12245, 1287, 13532, 13532, 1287]]",18.06363233580008
sine,2,1.0,6,"[[207864, 12230, 12230, 1340, 13570, 13570, 1340]]",18.091812729459672
sine,2,1.0,6,"[[207816, 12212, 12212, 1370, 13582, 13582, 1370]]",18.11999312311927
sine,2,1.0,6,"[[207812, 12192, 12192, 1391, 13583, 13583, 1391]]",18.14817351677886
sine,2,1.0,6,"[[207848, 12186, 12186, 1388, 13574, 13574, 1388]]",18.176353910438458
sine,2,1.0,6,"[[207916, 12188, 12188, 1369, 13557, 13557, 1369]]",18.20453430409805
sine,2,1.0,6,"[[207964, 12196, 12196, 1349, 13545, 13545, 1349]]",18.232714697757643
sine,2,1.0,6,"[[208068, 12212, 12212, 1307, 13519, 13519, 1307]]",18.26089509141724
sine,2,1.0,6,"[[208260, 12223, 12223, 1248, 13471, 13471, 1248]]",18.289075485076832
sine,2,1.0,6,"[[208432, 12238, 12238, 1190, 13428, 13428, 1190]]",18.31725587873643
sine,2,1.0,6,"[[208580, 12268, 12268, 1123, 13391, 13391, 1123]]",18.34543627239602
sine,2,1.0,6,"[[208680, 12314, 12314, 1052, 13366, 13366, 1052]]",18.373616666055618
sine,2,1.0,6,"[[208816, 12349, 12349, 983, 13332, 13332, 983]]",18.40179705971521
sine,2,1.0,6,"[[208980, 12372, 12372, 919, 13291, 13291, 919]]",18.429977453374807
sine,2,1.0,6,"[[209004, 12422, 12422, 863, 13285, 13285, 863]]",18.4581578470344
sine,2,1.0,6,"[[209152, 12437, 12437, 811, 13248, 13248, 811]]",18.486338240693996
sine,2,1.0,6,"[[209208, 12448, 12448, 786, 13234, 13234, 786]]",18.51451863435359
sine,2,1.0,6,"[[209264, 12448, 12448, 772, 13220, 13220, 772]]",18.542699028013185
sine,2,1.0,6,"[[209192, 12455, 12455, 783, 13238, 13238, 783]]",18.570879421672778
sine,2,1.0,6,"[[209152, 12436, 12436, 812, 13248, 13248, 812]]",18.599059815332375
sine,2,1.0,6,"[[208964, 12435, 12435, 860, 13295, 13295, 860]]",18.627240208991967
sine,2,1.0,6,"[[208800, 12413, 12413, 923, 13336, 13336, 923]]",18.655420602651564
sine,2,1.0,6,"[[208576, 12402, 12402, 990, 13392, 13392, 990]]",18.683600996311156
sine,2,1.0,6,"[[208416, 12370, 12370, 1062, 13432, 13432, 1062]]",18.711781389970753
sine,2,1.0,6,"[[208220, 12347, 12347, 1134, 13481, 13481, 1134]]",18.739961783630346
sine,2,1.0,6,"[[208024, 12337, 12337, 1193, 13530, 13530, 1193]]",18.768142177289942
sine,2,1.0,6,"[[207920, 12310, 12310, 1246, 13556, 13556, 1246]]",18.796322570949535
sine,2,1.0,6,"[[207872, 12291, 12291, 1277, 13568, 13568, 1277]]",18.82450296460913
sine,2,1.0,6,"[[207860, 12274, 12274, 1297, 13571, 13571, 1297]]",18.852683358268724
sine,2,1.0,6,"[[207844, 12271, 12271, 1304, 13575, 13575, 1304]]",18.88086375192832
sine,2,1.0,6,"[[207948, 12261, 12261, 1288, 13549, 13549, 1288]]",18.909044145587913
sine,2,1.0,6,"[[208012, 12267, 12267, 1266, 13533, 13533, 1266]]",18.93722453924751
sine,2,1.0,6,"[[208124, 12283, 12283, 1222, 13505, 13505, 1222]]",18.965404932907102
sine,2,1.0,6,"[[208228, 12295, 12295, 1184, 13479, 13479, 1184]]",18.993585326566695
sine,2,1.0,6,"[[208356, 12325, 12325, 1122, 13447, 13447, 1122]]",19.02176572022629
sine,2,1.0,6,"[[208532, 12350, 12350, 1053, 13403, 13403, 1053]]",19.049946113885884
sine,2,1.0,6,"[[208648, 12389, 12389, 985, 13374, 13374, 985]]",19.07812650754548
sine,2,1.0,6,"[[208808, 12415, 12415, 919, 13334, 13334, 919]]",19.106306901205073
sine,2,1.0,6,"[[208860, 12464, 12464, 857, 13321, 13321, 857]]",19.13448729486467
sine,2,1.0,6,"[[208988, 12491, 12491, 798, 13289, 13289, 798]]",19.162667688524262
sine,2,1.0,6,"[[209116, 12506, 12506, 751, 13257, 13257, 751]]",19.19084808218386
sine,2,1.0,6,"[[209224, 12516, 12516, 714, 13230, 13230, 714]]",19.21902847584345
sine,2,1.0,6,"[[209224, 12530, 12530, 700, 13230, 13230, 700]]",19.247208869503048
sine,2,1.0,6,"[[209216, 12532, 12532, 700, 13232, 13232, 700]]",19.27538926316264
sine,2,1.0,6,"[[209144, 12518, 12518, 732, 13250, 13250, 732]]",19.303569656822237
sine,2,1.0,6,"[[209024, 12506, 12506, 774, 13280, 13280, 774]]",19.33175005048183
sine,2,1.0,6,"[[208816, 12502, 12502, 830, 13332, 13332, 830]]",19.359930444141426
sine,2,1.0,6,"[[208676, 12472, 12472, 895, 13367, 13367, 895]]",19.38811083780102
sine,2,1.0,6,"[[208464, 12456, 12456, 964, 13420, 13420, 964]]",19.416291231460615
sine,2,1.0,6,"[[208316, 12426, 12426, 1031, 13457, 13457, 1031]]",19.444471625120208
sine,2,1.0,6,"[[208080, 12420, 12420, 1096, 13516, 13516, 1096]]",19.472652018779804
sine,2,1.0,6,"[[207920, 12405, 12405, 1151, 13556, 13556, 1151]]",19.500832412439397
sine,2,1.0,6,"[[207880, 12376, 12376, 1190, 13566, 13566, 1190]]",19.529012806098994
sine,2,1.0,6,"[[207844, 12364, 12364, 1211, 13575, 13575, 1211]]",19.557193199758586
sine,2,1.0,6,"[[207820, 12359, 12359, 1222, 13581, 13581, 1222]]",19.585373593418183
sine,2,1.0,6,"[[207876, 12352, 12352, 1215, 13567, 13567, 1215]]",19.613553987077776
sine,2,1.0,6,"[[207956, 12356, 12356, 1191, 13547, 13547, 1191]]",19.641734380737372
sine,2,1.0,6,"[[208012, 12374, 12374, 1159, 13533, 13533, 1159]]",19.669914774396965
sine,2,1.0,6,"[[208196, 12379, 12379, 1108, 13487, 13487, 1108]]",19.69809516805656
sine,2,1.0,6,"[[208324, 12402, 12402, 1053, 13455, 13455, 1053]]",19.726275561716154
sine,2,1.0,6,"[[208508, 12421, 12421, 988, 13409, 13409, 988]]",19.754455955375747
sine,2,1.0,6,"[[208612, 12457, 12457, 926, 13383, 13383, 926]]",19.782636349035343
sine,2,1.0,6,"[[208736, 12494, 12494, 858, 13352, 13352, 858]]",19.810816742694936
sine,2,1.0,6,"[[208840, 12532, 12532, 794, 13326, 13326, 794]]",19.838997136354532
sine,2,1.0,6,"[[208980, 12558, 12558, 733, 13291, 13291, 733]]",19.867177530014125
sine,2,1.0,6,"[[209108, 12570, 12570, 689, 13259, 13259, 689]]",19.89535792367372
sine,2,1.0,6,"[[209184, 12595, 12595, 645, 13240, 13240, 645]]",19.923538317333314
sine,2,1.0,6,"[[209200, 12609, 12609, 627, 13236, 13236, 627]]",19.95171871099291
sine,2,1.0,6,"[[209296, 12589, 12589, 623, 13212, 13212, 623]]",19.979899104652503
sine,2,1.0,6,"[[209144, 12602, 12602, 648, 13250, 13250, 648]]",20.0080794983121
sine,2,1.0,6,"[[209104, 12576, 12576, 684, 13260, 13260, 684]]",20.036259891971692
sine,2,1.0,6,"[[208912, 12573, 12573, 735, 13308, 13308, 735]]",20.06444028563129
sine,2,1.0,6,"[[208692, 12562, 12562, 801, 13363, 13363, 801]]",20.09262067929088
sine,2,1.0,6,"[[208496, 12541, 12541, 871, 13412, 13412, 871]]",20.120801072950478
sine,2,1.0,6,"[[208372, 12507, 12507, 936, 13443, 13443, 936]]",20.14898146661007
sine,2,1.0,6,"[[208124, 12502, 12502, 1003, 13505, 13505, 1003]]",20.177161860269667
sine,2,1.0,6,"[[207976, 12485, 12485, 1057, 13542, 13542, 1057]]",20.20534225392926
sine,2,1.0,6,"[[207888, 12465, 12465, 1099, 13564, 13564, 1099]]",20.233522647588856
sine,2,1.0,6,"[[207836, 12453, 12453, 1124, 13577, 13577, 1124]]",20.26170304124845
sine,2,1.0,6,"[[207828, 12441, 12441, 1138, 13579, 13579, 1138]]",20.289883434908045
sine,2,1.0,6,"[[207864, 12437, 12437, 1133, 13570, 13570, 1133]]",20.318063828567638
